Rank,playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,fWAR,xWOBADf,wOBA,xWOBA,xAVG,xOBP,OBP,AVG,AB,RPW,RLR,rPOS,BSR,wRAA
1532,1099160832,B. Larson,Brandon Larson,Larson,1B,UC San Diego,UCSD,730348032,UC San Diego,BBC,L,R,1.655,.014,.380,.365,.240,.303,.354,.297,145,3.24,3.06,-1.66,-.692,4.655
1533,1184451840,D. Wiley,David Wiley,Wiley,LF,Wofford College,WOF,730176512,Wofford,BBC,R,R,1.655,.089,.393,.303,.230,.345,.408,.308,159,3.52,4.17,-6.30,-.202,8.157
1534,1207450624,A. Reed,Alex Reed,Reed,1B,Appalachian State University,APP,730240256,Appalachian State,BBC,L,L,1.643,.121,.408,.286,.200,.288,.378,.301,73,3.25,1.56,-0.76,.109,4.421
1535,1183377408,C. Rugely,Cash Rugely,Rugely,DH,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,1.642,.051,.381,.330,.241,.386,.424,.289,197,3.44,5.04,-7.70,.668,7.636
1536,1204849920,C. Amparo,Chris Amparo,Amparo,3B,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,1.640,.177,.384,.207,.163,.245,.358,.292,120,3.28,2.65,-2.17,.344,4.554
1537,1130490624,J. Jarvis,Jake Jarvis,Jarvis,RF,Purdue University,PUR,730353152,Purdue,BBC,L,R,1.639,.060,.388,.329,.203,.345,.399,.270,152,3.38,3.74,-5.83,.666,6.954
1538,1306692608,S. Adams,Sam Adams,Adams,C,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,1.637,.065,.337,.272,.166,.308,.372,.244,78,3.31,1.84,4.86,-.467,-.820
1539,1236375552,H. Feinberg,Harrison Feinberg,Feinberg,LF,Northeastern University,NE,343,Northeastern,BBC,R,R,1.636,.167,.404,.238,.165,.289,.381,.274,135,3.31,3.11,-5.13,-.677,8.116
1540,1224912384,H. Strmecki,Henry Strmecki,Strmecki,LF,University of Nevada,NEV,4784,Nevada,BBC,R,R,1.634,.026,.376,.350,.246,.345,.373,.278,176,3.36,4.03,-4.20,.462,5.209
1541,1263822080,C. Lopez,Christian Lopez,Lopez,3B,Alabama State University,ALST,4765,Alabama State,BBC,R,R,1.632,.143,.347,.204,.149,.251,.386,.303,155,3.28,3.42,2.02,-.054,-.037
1542,1191537920,T. Harris,Trenton Harris,Harris,SS,Campbell University,CAMP,730187776,Campbell,BBC,R,R,1.630,.082,.368,.286,.145,.336,.407,.239,92,3.33,2.44,1.64,-.991,2.342
1543,1090442752,M. Kobayashi,Maimu Kobayashi,Kobayashi,CF,Wagner College,WAG,730192640,Wagner,BBC,R,R,1.630,.079,.336,.258,.205,.294,.346,.265,204,3.34,4.63,1.98,1.044,-2.202
1544,1113387008,D. Mize,Drew Mize,Mize,2B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,1.622,.085,.355,.270,.226,.329,.374,.279,147,3.37,3.42,2.42,-1.619,1.252
1545,1296199680,G. Napier,Gavin Napier,Napier,SS,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,1.622,.114,.358,.245,.211,.283,.366,.303,175,3.35,3.85,1.98,-2.396,1.998
1546,1125590528,C. Posey,Cole Posey,Posey,LF,Baylor University,BAY,3033,Baylor,BBC,S,R,1.622,.054,.348,.294,.217,.339,.383,.270,174,3.27,4.00,1.73,-.535,.121
1547,1317171200,J. Weber,Jared Weber,Weber,1B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,1.621,.246,.403,.157,.109,.196,.372,.304,102,3.48,2.35,-3.12,.688,5.727
1548,1202148608,J. Mastillo,Jake Mastillo,Mastillo,RF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,1.620,.094,.382,.288,.262,.325,.348,.287,209,3.39,4.63,-5.66,-.690,7.212
1549,1088848128,J. Evans,Jared Evans,Evans,DH,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,1.619,.190,.424,.234,.166,.299,.444,.340,53,3.15,1.16,-0.49,.141,4.282
1550,1232133376,W. Safford,Will Safford,Safford,2B,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,R,1.619,.106,.323,.217,.109,.249,.335,.213,141,3.23,3.36,5.58,.073,-3.774
1551,1125755136,A. Mendolia,A.j. Mendolia,Mendolia,3B,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,1.613,.075,.378,.303,.237,.369,.424,.305,151,3.35,3.71,-4.03,.563,5.155
1552,1302560768,P. Messervy,Peter Messervy,Messervy,CF,Harvard University,HARV,5450,Harvard,BBC,R,R,1.613,.157,.343,.186,.114,.238,.377,.277,155,3.37,3.65,2.05,.411,-.685
1553,1240337152,D. Bryant,David Bryant,Bryant,SS,Virginia Tech,VT,2293,Virginia Tech,BBC,L,R,1.610,.030,.334,.304,.190,.330,.351,.217,120,3.35,2.97,3.38,.761,-1.712
1554,1167214592,C. Fischer,Charlie Fischer,Fischer,LF,University of Nebraska,NEB,4865,Nebraska,BBC,L,R,1.610,.127,.397,.270,.181,.303,.404,.301,143,3.31,3.32,-5.64,.136,7.518
1555,1165448448,S. Werchan,Seth Werchan,Werchan,LF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,L,L,1.609,.126,.336,.210,.144,.260,.354,.255,153,3.38,3.67,2.20,1.409,-1.838
1556,1214275584,J. Nelson,James Nelson,Nelson,RF,Longwood University,LONG,730219264,Longwood,BBC,L,L,1.608,.057,.385,.328,.246,.337,.385,.302,106,3.21,2.32,-1.58,.296,4.129
1557,1319729408,D. Parry,Dawson Parry,Parry,DH,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,1.607,.077,.401,.324,.236,.307,.390,.330,176,3.31,3.88,-7.91,-.178,9.525
1558,1208591360,R. Micheli,Ryan Micheli,Micheli,1B,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,1.606,.094,.323,.229,.157,.282,.373,.267,105,3.33,2.48,5.18,.427,-2.736
1559,1176353280,G. Frei,Gehrig Frei,Frei,SS,University of North Alabama,UNA,730266624,North Alabama,BBC,S,R,1.605,.045,.342,.297,.237,.329,.362,.275,153,3.27,3.34,2.74,-.041,-.789
1560,1236171776,B. Whalen,Bobby Whalen,Whalen,LF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,1.600,.066,.337,.271,.216,.319,.372,.278,245,3.47,5.90,3.00,-.848,-2.502
1561,1162500608,C. Mcgee,Cade Mcgee,Mcgee,3B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,1.596,-.014,.395,.409,.251,.379,.390,.265,68,3.33,1.60,0.76,-.550,3.508
1562,1168763904,S. DiTomaso,Stephen DiTomaso,DiTomaso,DH,George Washington University,GW,730249216,George Washington,BBC,S,S,1.595,.156,.355,.199,.177,.235,.378,.333,204,3.38,4.40,-2.66,2.108,1.542
1563,1087156224,R. Tachioka,Ren Tachioka,Tachioka,CF,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,S,R,1.592,.007,.368,.361,.329,.435,.415,.304,194,3.33,4.71,-4.04,.162,4.478
1564,1262479360,W. Feil,Will Feil,Feil,CF,University at Albany,ALBY,730280448,Albany,BBC,L,R,1.586,.106,.398,.292,.185,.365,.425,.263,99,3.33,2.48,-3.13,.195,5.738
1565,1111645441,L. Anderson,Luke Anderson,Anderson,EH,Brigham Young University,BYU,730257152,BYU,BBC,R,R,1.585,.021,.367,.345,.250,.330,.365,.291,148,3.42,3.46,-0.54,-.495,3.013
1566,1290121472,E. Hacopian,Eddie Hacopian,Hacopian,1B,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,1.583,.084,.384,.300,.249,.341,.404,.324,247,3.40,5.85,-11.78,1.594,9.726
1567,1125325824,K. Donahue,Kyson Donahue,Donahue,1B,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,L,1.582,-.033,.360,.393,.315,.379,.359,.292,171,3.29,3.80,-0.94,.063,2.283
1568,1179974912,J. Butler,Justin Butler,Butler,DH,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,1.580,.058,.388,.330,.197,.333,.385,.259,54,3.28,1.25,1.58,-.031,2.382
1569,1281261312,C. Manning,Cade Manning,Manning,2B,Texas State University,TXST,5420,Texas State,BBC,L,R,1.578,.087,.387,.300,.171,.322,.390,.256,160,3.34,3.98,-6.73,.844,7.183
1570,1295461632,A. Chiappetta,Anthony Chiappetta,Chiappetta,C,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,1.577,-.097,.398,.496,.504,.593,.460,.341,41,3.25,0.95,1.98,-.087,2.281
1571,1118734337,J. Studley,Jake Studley,Studley,LF,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,1.577,-.033,.384,.417,.345,.437,.407,.308,214,3.38,5.16,-7.84,-.554,8.568
1572,1113645312,K. Kinkade,Konner Kinkade,Kinkade,CF,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,1.572,.051,.429,.379,.239,.407,.453,.300,40,3.21,1.00,0.30,-.126,3.877
1573,1082695680,C. Johnson,Caileb Johnson,Johnson,DH,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,1.571,.062,.380,.318,.198,.325,.387,.272,136,3.27,3.13,-3.10,.383,4.726
1574,1103638784,C. Perez,Christian Perez,Perez,LF,Binghamton University,BING,730155776,Binghamton,BBC,L,L,1.570,-.128,.441,.570,.619,.697,.490,.342,38,3.27,1.00,-0.87,.654,4.357
1575,1204800000,J. Sloan,Jayden Sloan,Sloan,CF,Alabama State University,ALST,4765,Alabama State,BBC,R,R,1.570,.093,.381,.289,.236,.302,.367,.308,117,3.35,2.51,-1.05,-.099,3.889
1576,1138184704,R. Mendoza,Rey Mendoza,Mendoza,DH,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,L,1.564,.132,.368,.236,.182,.290,.376,.284,176,3.40,4.19,-3.15,.416,3.862
1577,1187586816,T. Wilson,Tyler Wilson,Wilson,1B,Grand Canyon University,GC,5310,Grand Canyon,BBC,S,R,1.564,.145,.368,.223,.155,.271,.396,.303,185,3.32,4.28,-3.28,.068,4.120
1578,1310334720,J. Agard,Jc Agard,Agard,3B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,1.562,.161,.416,.255,.220,.299,.411,.347,49,3.28,1.08,0.52,.118,3.409
1579,1100787712,B. Milner,Beck Milner,Milner,DH,Yale University,YALE,730334464,Yale,BBC,R,R,1.560,.068,.323,.255,.138,.274,.368,.250,96,3.13,2.09,5.22,-.027,-2.407
1580,1216974336,C. Goodman,Connor Goodman,Goodman,DH,University of Maine,ME,730275840,Maine,BBC,R,R,1.557,-,.361,.084,-,.120,.409,.339,177,3.28,4.02,-1.92,.403,2.597
1581,1126855936,L. Diluca,Lucas Diluca,Diluca,2B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,1.555,.072,.333,.261,.157,.330,.395,.242,124,3.27,3.23,2.28,1.687,-2.104
1582,1111916544,R. O'neal,Robbie O'neal,O'neal,C,Old Dominion University,ODU,3090,Old Dominion,BBC,S,R,1.553,.085,.329,.244,.161,.289,.331,.211,114,3.26,2.60,5.22,-.570,-2.186
1583,1181521152,T. Holder,Taylor Holder,Holder,LF,University of Nevada,NEV,4784,Nevada,BBC,R,R,1.549,.098,.417,.319,.211,.315,.396,.305,82,3.34,1.88,-3.17,.467,5.994
1584,1243898624,T. Davis,Tyler Davis,Davis,C,Fresno State,FRES,730384384,Fresno State,BBC,R,R,1.544,.105,.303,.198,.133,.216,.319,.247,182,3.24,3.92,9.18,-.065,-8.028
1585,1135525120,K. Jacobs-guishard,Keanu Jacobs-guishard,Jacobs-guishard,SS,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,1.543,.224,.458,.233,.145,.302,.486,.379,29,3.25,0.71,1.40,-.719,3.629
1586,1258113024,S. Mcnulty,Sam Mcnulty,Mcnulty,SS,Boston College,BC,227,Boston College,BBC,R,R,1.543,.131,.344,.213,.159,.262,.371,.286,84,3.28,1.92,3.22,.212,-.295
1587,1244527872,T. Reifler,Tommy Reifler,Reifler,LF,Binghamton University,BING,730155776,Binghamton,BBC,L,R,1.541,.063,.376,.313,.296,.365,.419,.358,134,3.43,3.16,-1.57,-.398,4.097
1588,1318237696,D. Ratfield,Donovan Ratfield,Ratfield,C,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,1.539,.179,.384,.205,.175,.225,.355,.316,57,3.18,1.16,1.53,.177,2.030
1589,1162350848,T. Dalley,Ty Dalley,Dalley,1B,Mercer University,MER,730240512,Mercer,BBC,L,L,1.538,.107,.404,.297,.183,.297,.368,.266,173,3.33,3.99,-9.50,.315,10.323
1590,1213878016,D. Mendham,David Mendham,Mendham,DH,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,1.538,.036,.396,.361,.284,.345,.370,.312,247,3.43,5.49,-10.90,-1.249,11.932
1591,1276584192,J. David,Jeffrey David,David,CF,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,1.538,.063,.341,.278,.255,.301,.338,.296,186,3.44,4.05,2.04,.188,-.995
1592,1330455040,D. Stone,Damian Stone,Stone,LF,UC Davis,UCD,730153984,UC Davis,BBC,S,R,1.537,.001,.370,.369,.280,.374,.395,.304,184,3.33,4.23,-3.16,-.366,4.406
1593,1127970560,N. Ledford,Noah Ledford,Ledford,DH,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,S,R,1.528,.067,.396,.329,.184,.351,.393,.239,188,3.41,4.87,-10.07,-.192,10.590
1594,1249523968,T. Howell,Taylor Howell,Howell,C,Murray State University,MURR,730188032,Murray State,BBC,R,R,1.526,.251,.341,.089,.031,.116,.314,.251,175,3.32,3.78,2.34,.038,-1.086
1595,1075125248,G. Randall,Grant Randall,Randall,3B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,1.525,.075,.329,.255,.212,.304,.356,.271,144,3.33,3.24,4.01,.409,-2.585
1596,1301148160,S. Diaz,Sammy Diaz,Diaz,C,UTSA,UTSA,730373120,UTSA,BBC,R,R,1.525,-.013,.375,.388,.317,.415,.393,.292,154,3.25,3.57,-2.44,-.801,4.633
1597,1099927808,D. Dillehay,DJ Dillehay,Dillehay,1B,Brown University,BRWN,730236160,Brown,BBC,R,R,1.520,.133,.345,.213,.171,.262,.372,.298,104,3.25,2.31,3.60,-.774,-.188
1598,1312923648,G. Schultz,Garrett Schultz,Schultz,CF,Xavier University,XAV,5464,Xavier,BBC,R,R,1.520,.038,.345,.307,.237,.347,.384,.282,142,3.21,3.28,1.95,-.017,-.329
1599,1087793920,B. Short,Brady Short,Short,2B,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,R,1.517,.043,.344,.301,.257,.364,.390,.287,129,3.30,3.00,2.28,.201,-.472
1600,1142104832,J. Benson,Jt Benson,Benson,LF,University of Louisville,LOU,5467,Louisville,BBC,R,R,1.516,.063,.388,.325,.237,.351,.394,.288,163,3.37,3.87,-6.72,.847,7.107
1601,1176534272,B. Robichaux,Ben Robichaux,Robichaux,DH,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,1.514,.070,.375,.305,.160,.366,.423,.235,98,3.34,2.55,-1.24,.539,3.214
1602,1311965440,B. Wilkinson,Brendan Wilkinson,Wilkinson,C,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,1.513,.186,.421,.235,.176,.294,.457,.367,30,3.14,0.66,1.04,.694,2.363
1603,1078925824,N. Burch,Nick Burch,Burch,LF,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,1.512,.042,.340,.298,.207,.330,.351,.231,160,3.32,3.77,1.02,1.415,-1.193
1604,1252633344,J. Dejohn,Jackson Dejohn,Dejohn,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,1.511,.056,.326,.269,.175,.292,.331,.221,113,3.18,2.52,4.95,-.118,-2.545
1605,1330192384,Z. Ehrhard,Zach Ehrhard,Ehrhard,CF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,1.511,.031,.334,.303,.213,.358,.379,.239,138,3.44,3.47,1.56,2.117,-1.953
1606,1264354816,C. Fisher,Chris Fisher,Fisher,C,University at Albany,ALBY,730280448,Albany,BBC,S,R,1.506,-.066,.349,.415,.373,.493,.429,.292,72,3.29,1.78,3.69,-.695,.184
1607,1324514048,K. Pettis,Kendall Pettis,Pettis,LF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,1.505,.084,.377,.293,.214,.363,.441,.314,175,3.45,4.68,-6.18,.614,6.083
1608,1192537344,J. Urban,Joey Urban,Urban,LF,Butler University,BUT,730283520,Butler,BBC,R,R,1.500,.115,.363,.248,.178,.247,.350,.291,199,3.33,4.36,-2.39,-.055,3.083
1609,1289245184,M. Voit,Mitch Voit,Voit,3B,University of Michigan,MICH,2290,Michigan,BBC,R,R,1.497,.089,.341,.252,.193,.274,.340,.268,183,3.27,3.97,1.88,.098,-1.050
1610,1333116928,T. Castonguay,Tony Castonguay,Castonguay,C,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,1.496,.050,.314,.264,.193,.280,.337,.259,143,3.23,3.17,5.58,.997,-4.912
1611,1208382720,N. Romano,Nick Romano,Romano,DH,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,1.494,.096,.399,.303,.220,.314,.398,.318,214,3.35,4.86,-10.68,-.559,11.395
1612,1262860288,J. Murphy,Julian Murphy,Murphy,3B,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,1.494,.077,.351,.274,.177,.349,.403,.245,53,3.29,1.29,3.02,.338,.267
1613,1330477568,S. Haney,Sam Haney,Haney,1B,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,L,L,1.492,.207,.419,.212,.126,.281,.429,.307,114,3.34,2.76,-6.46,-.334,9.012
1614,1202737920,C. Gober,Cole Gober,Gober,LF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,1.487,.017,.371,.353,.264,.319,.351,.299,174,3.29,3.73,-2.93,.069,4.031
1615,1148854528,C. Coballes,Connor Coballes,Coballes,SS,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,1.486,-.016,.314,.330,.282,.357,.363,.288,205,3.32,4.64,7.00,.372,-7.073
1616,1269168384,B. Blackford,Braedon Blackford,Blackford,2B,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,R,1.484,.123,.395,.272,.202,.316,.391,.291,151,3.40,3.57,-6.69,.582,7.586
1617,1096941568,A. Knight,Austin Knight,Knight,3B,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,1.482,.029,.341,.311,.233,.296,.309,.248,202,3.28,4.31,2.84,-1.031,-1.260
1618,1256896256,E. Alvarez,Edgar Alvarez,Alvarez,1B,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,1.480,.058,.397,.339,.266,.357,.407,.322,214,3.36,4.85,-10.07,-.750,10.944
1619,1230512128,N. Brown,Nolan Brown,Brown,DH,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,1.478,.108,.345,.236,.176,.282,.363,.270,126,3.27,2.82,2.72,-.422,-.277
1620,1201246976,L. Molessa,Leewood Molessa,Molessa,1B,UMBC,UMBC,730210304,UMBC,BBC,R,R,1.477,.196,.403,.207,.160,.233,.360,.301,183,3.40,4.05,-8.78,-.321,10.080
1621,1127737344,A. Hansen,Aj Hansen,Hansen,2B,Villanova University,VILL,730278400,Villanova,BBC,R,R,1.470,.070,.340,.269,.197,.335,.360,.227,154,3.35,3.69,2.15,.295,-1.214
1622,1100024320,J. Mccaskey,Jacob Mccaskey,Mccaskey,SS,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,1.470,.048,.318,.270,.255,.321,.306,.237,135,3.34,3.13,4.90,.940,-4.067
1623,1168440064,W. Morrison,Will Morrison,Morrison,RF,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,1.469,.143,.342,.199,.104,.252,.398,.280,175,3.38,4.30,2.30,-.704,-.935
1624,1155638528,T. Becerra,Temo Becerra,Becerra,SS,Stanford University,STAN,730251264,Stanford,BBC,R,R,1.468,.068,.379,.311,.254,.330,.385,.316,57,3.23,1.33,1.28,.137,2.002
1625,1136711424,S. Busch,Sam Busch,Busch,1B,Michigan State University,MSU,1551,Michigan State,BBC,L,L,1.466,.077,.370,.293,.187,.309,.376,.268,168,3.26,3.86,-2.04,-1.221,4.183
1626,1284525056,C. Fitzpatrick,Cade Fitzpatrick,Fitzpatrick,C,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,1.465,.082,.379,.297,.229,.263,.311,.279,43,3.21,0.91,2.52,-.081,1.366
1627,1284929792,M. Latta,Maddox Latta,Latta,2B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,1.465,.077,.337,.260,.225,.296,.349,.285,172,3.28,3.88,2.70,.074,-1.856
1628,1119642624,B. Bunten,Brady Bunten,Bunten,CF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,1.459,.092,.368,.277,.236,.318,.370,.295,146,3.24,3.14,-1.73,.190,3.136
1629,1153058048,J. Pierantoni,Jeff Pierantoni,Pierantoni,SS,Yale University,YALE,730334464,Yale,BBC,L,R,1.459,-.120,.316,.436,.403,.465,.348,.270,141,3.30,3.25,5.60,.643,-4.682
1630,1231958784,J. Ennen,Jt Ennen,Ennen,C,Canisius College,CAN,730218752,Canisius,BBC,R,R,1.458,-,.346,.141,-,.205,.410,.262,65,3.29,1.62,3.78,-.524,-.078
1631,1283715328,D. Swarmer,Dylan Swarmer,Swarmer,C,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,1.453,.040,.326,.286,.260,.313,.336,.284,102,3.24,2.09,4.68,.029,-2.089
1632,1276902144,D. Hokuf,Dawson Hokuf,Hokuf,1B,Lindenwood University,LU,730322176,Lindenwood,BBC,L,R,1.453,-,.351,.061,-,.087,.339,.279,104,3.22,2.17,3.62,-1.506,.395
1633,1324040192,B. Chance,Bryce Chance,Chance,DH,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,1.449,.060,.390,.330,.259,.382,.443,.333,99,3.34,2.41,-2.82,.558,4.700
1634,1226686208,T. Shoemaker,Tristan Shoemaker,Shoemaker,SS,Radford University,RAD,730267392,Radford,BBC,R,R,1.446,.042,.386,.344,.236,.441,.471,.278,36,3.43,1.07,1.96,.081,1.852
1635,1257398528,E. Conrad,Ethan Conrad,Conrad,1B,Marist College,MRST,730374656,Marist,BBC,L,L,1.443,.138,.379,.242,.222,.286,.394,.340,156,3.39,3.42,-6.75,3.265,4.958
1636,1136379392,N. Hassan,Nick Hassan,Hassan,C,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,1.441,.058,.312,.254,.201,.262,.326,.272,162,3.27,3.47,6.89,-.022,-5.623
1637,1180392704,C. Bufford,Cameron Bufford,Bufford,3B,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,1.439,-.027,.381,.409,.333,.404,.379,.304,92,3.33,2.01,-0.44,.091,3.137
1638,1193000960,P. Alvarez,Patrick Alvarez,Alvarez,3B,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,1.436,.091,.411,.321,.262,.374,.443,.344,90,3.25,2.04,-3.22,-.253,6.101
1639,1334682624,J. Mcelroy,Jake Mcelroy,Mcelroy,LF,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,1.433,.043,.340,.297,.195,.381,.413,.239,134,3.32,3.60,1.50,.837,-1.182
1640,1341650944,T. Poole,Tom Poole,Poole,LF,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,R,1.429,.056,.396,.339,.195,.344,.380,.239,134,3.40,3.32,-6.64,1.047,7.146
1641,1208732160,T. Mattson,Trevor Mattson,Mattson,DH,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,1.428,.046,.355,.309,.219,.337,.353,.237,156,3.26,3.67,-0.19,-.170,1.345
1642,1156163584,B. Mclaughlin,Ben Mclaughlin,Mclaughlin,1B,University of Arkansas,ARK,3375,Arkansas,BBC,L,R,1.425,.107,.400,.294,.231,.350,.437,.338,71,3.19,1.63,-1.16,-.050,4.121
1643,1142213888,R. Church,Reuben Church,Church,1B,University of Kentucky,UK,5362,Kentucky,BBC,R,R,1.422,.069,.381,.312,.192,.354,.427,.286,91,3.27,2.27,-0.95,-.233,3.569
1644,1174778880,C. Magee,Cam Magee,Magee,3B,Washington State University,WSU,4505,Washington State,BBC,L,R,1.418,.056,.341,.285,.231,.329,.380,.291,175,3.29,4.01,2.44,-.612,-1.177
1645,1101097984,M. O'hara,Michael O'hara,O'hara,RF,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,R,1.416,.099,.377,.278,.225,.338,.413,.316,193,3.48,4.88,-6.86,.525,6.384
1646,1278349312,C. Aoki,Connor Aoki,Aoki,C,University of Southern California,USC,5047,USC,BBC,R,R,1.414,.034,.332,.299,.221,.327,.344,.241,79,3.26,1.84,3.96,.052,-1.239
1647,1274256896,P. Catalano,Paul Catalano,Catalano,CF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,1.414,.272,.400,.128,.049,.172,.426,.340,47,3.33,1.08,0.50,.526,2.610
1648,1142570752,E. King jr.,Eddie King jr.,King jr.,LF,University of Louisville,LOU,5467,Louisville,BBC,R,R,1.412,.059,.341,.282,.212,.295,.341,.264,163,3.30,3.62,0.88,1.098,-.935
1649,1143098624,R. Miller,Ryan Miller,Miller,LF,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,1.410,.151,.653,.503,.298,.561,.625,.400,10,3.32,0.31,0.00,.018,4.350
1650,1107749888,C. Johnson,Cam Johnson,Johnson,DH,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,1.409,.096,.335,.239,.150,.254,.335,.244,197,3.38,4.60,1.54,1.113,-2.491
1651,1145352960,D. Haughey,Derek Haughey,Haughey,C,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,L,1.407,.176,.343,.167,.054,.161,.346,.273,66,3.31,1.51,3.20,.200,-.252
1652,1334275072,Z. Zaetta,Zachary Zaetta,Zaetta,SS,University of Massachusetts,MASS,5451,UMass,BBC,R,R,1.407,.040,.329,.289,.240,.338,.371,.277,101,3.31,2.26,3.78,.468,-1.840
1653,1322294528,K. Mock,Kyle Mock,Mock,DH,Troy University,TROY,730378496,Troy,BBC,L,R,1.406,.049,.370,.321,.210,.357,.398,.260,192,3.38,4.68,-4.02,-.632,4.729
1654,1077586176,C. Santander,Cole Santander,Santander,DH,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,1.404,.056,.415,.359,.281,.360,.406,.333,60,3.13,1.27,-0.76,-.282,4.169
1655,1083960576,C. Kiely,Conor Kiely,Kiely,RF,Stonehill College,SC,730238464,Stonehill,BBC,R,R,1.398,-.003,.378,.381,.378,.455,.427,.346,185,3.33,4.18,-6.30,.870,5.905
1656,1108688896,J. Gorla,Joe Gorla,Gorla,3B,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,1.395,.086,.398,.312,.211,.311,.389,.300,110,3.34,2.47,-3.61,.065,5.731
